image1,image2,name,summery
https://st.hzcdn.com/simgs/bbd1bc8b0ae90006_9-2171,https://st.hzcdn.com/simgs/bf9182580ae90009_9-2171,"Karina Velvet Dining Chairs, Set of 2, Pink, Gold Base",
https://st.hzcdn.com/simgs/f1112e190ec8f23a_9-7980/home-design.jpg,,"Swivel Performance Velvet Armchair, White",
https://st.hzcdn.com/simgs/e1f1ccd70f931da2_9-3542,https://st.hzcdn.com/simgs/a4010a920f931da3_9-3709,"Victoria Modern Dining Chair With Beech Wood Legs, Set of 2",
https://st.hzcdn.com/simgs/188158de05b01de2_9-0281,https://st.hzcdn.com/simgs/4351474205b01de6_9-0281,"Sienna Leather Dining Chair, Matte Ochre",
https://st.hzcdn.com/simgs/98c16ab80ae8ffb7_9-1610,https://st.hzcdn.com/simgs/8b7179170ae8ffb9_9-2166,"Heidi Velvet Dining Chairs, Set of 2, Black",
https://st.hzcdn.com/simgs/b3a1b3160f27b2df_9-0488,https://st.hzcdn.com/simgs/25b18d4e0f27b2e9_9-0488,"High Wingback Linen Armchair, Purple",
https://st.hzcdn.com/simgs/46e12cae0db1c272_9-7309,https://st.hzcdn.com/simgs/af81daab0db1c274_9-7403,"Nikki Velvet Dining Chairs, Set of 2, Navy",
https://st.hzcdn.com/simgs/38f195490ae8fffe_9-9568,https://st.hzcdn.com/simgs/b6b1b8190ae90000_9-7498,"Giselle Velvet Dining Chairs, Set of 2, Pink, Gold Base",
https://st.hzcdn.com/simgs/57c14ab00cf966a2_9-1327,https://st.hzcdn.com/simgs/dca1d9780cf966a5_9-1327,"Eero Saarinen Style Womb Chair and Ottoman White, Black",
https://st.hzcdn.com/simgs/a6b1f4cf0e828e85_9-1240,https://st.hzcdn.com/simgs/93a1c8d50e828e87_9-1240,"Ruth Dining Chairs, Set of 2, Green",
https://st.hzcdn.com/simgs/9c5108170b48767c_9-1482,https://st.hzcdn.com/simgs/52b102b70b48767e_9-1482,Divani Casa Joseph Modern Orange Fabric Accent Chair,
https://st.hzcdn.com/simgs/a8419bd50ae8dd13_9-4265,https://st.hzcdn.com/simgs/ad51949d0ae8dd16_9-4265,"Wesley Walnut Finished Wood Dining Chair, Set of 2, Light Gray",
https://st.hzcdn.com/simgs/1c61974208640145_9-6077,https://st.hzcdn.com/simgs/1b719c3908640146_9-6077,Coaster Accent Seating Barrel Back Upholstered Accent Chair,
https://st.hzcdn.com/simgs/d701616f0f3fe8c7_9-6501,https://st.hzcdn.com/simgs/e93120360f3fe8c9_9-7265,"Madison Park Maxwell Button Tufted Wing Chair, Gray",
https://st.hzcdn.com/simgs/4ab1269a09d67c31_9-7911,https://st.hzcdn.com/simgs/68c1359109d67c32_9-7911,Monarch Faux Leather Accent Chair in Black,
https://st.hzcdn.com/simgs/119173ad0790db41_9-7385/home-design.jpg,,"Chair, Sixteen, Taupe",
https://st.hzcdn.com/simgs/2941349f0f35d739_9-1480,https://st.hzcdn.com/simgs/8de155180f35d731_9-3899,"CosmoLiving Ellis Modern Metal Accent Chair, Blush Pink",
https://st.hzcdn.com/simgs/219136950e828eee_9-5117,https://st.hzcdn.com/simgs/46d1cc7b0e828ef1_9-5117,"Grand Club Chair, Light Gray",
https://st.hzcdn.com/simgs/22e1b5950d2f697b_9-4404,https://st.hzcdn.com/simgs/cb516be20d4450aa_9-4404,"Armless Accent Chair, Brown Faux Leather",
https://st.hzcdn.com/simgs/93e111e00b96937f_9-2677,https://st.hzcdn.com/simgs/c01175b40b884c18_9-4820,"Milano Dining Chair, Gray",
https://st.hzcdn.com/simgs/1a1163c10a7c87c4_9-9046,https://st.hzcdn.com/simgs/b9014e500a7c87c7_9-9046,"Nika Dining Chair, Seat: Matte Black, Frame: Polished Silver",
https://st.hzcdn.com/simgs/85513c060fa09883_9-9344,https://st.hzcdn.com/simgs/b891abf80e0501c3_9-9344,"Set of 2 Real Oak Wood PU Leather Cushion Seat Modern Wood Side Dining Chair, Bl",
https://st.hzcdn.com/simgs/f931ed470575da61_9-4722/home-design.jpg,,"Leatherette Dining Chairs, Set of 2, Brown",
https://st.hzcdn.com/simgs/7ed1a70f0d3f1d44_9-1575,https://st.hzcdn.com/simgs/ed51690b0d3f1e6e_9-1575,"Compamia Carmen Dining Chairs, Set of 2, White and Transparent Amber",
https://st.hzcdn.com/simgs/0a7128070d8a4703_9-8900,https://st.hzcdn.com/simgs/edd197290d8a470c_9-8900,"Royce Accent Chair, Garnet Rose",
https://st.hzcdn.com/simgs/5be1459f0d096220_9-5801,https://st.hzcdn.com/simgs/8a61a83c0d096226_9-6448,"SET of 4: Clear Eiffel Style Chair, Gold Legs",
https://st.hzcdn.com/simgs/3e31a7a50e3adcd0_9-2175,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/9c9028b1-7e44-4522-a092-4914ce85bce0/main/300x300/15s40ms/match/image.jpg,"Gerald Mid-Century Modern Tufted Wingback Armchair, Forest Green Velvet",
https://st.hzcdn.com/simgs/85115cee0c6ca094_9-1975,https://st.hzcdn.com/simgs/df7151a60c6ca096_9-1975,"Wassily Saddle Leather Chair, Black",
https://st.hzcdn.com/simgs/e991ce2f07102df0_9-5562,https://st.hzcdn.com/simgs/1671e4ab07102df1_9-8135,Savonarola Chair,
https://st.hzcdn.com/simgs/4b1110470c34dff8_9-5130,https://st.hzcdn.com/simgs/bce1360a0c34dffa_9-5130,"Valencia Bonded Leather Chair, Set of 2, Black",
https://st.hzcdn.com/simgs/7991f9c60d3f1428_9-8327,https://st.hzcdn.com/simgs/53314d500d3f1425_9-0638,"Carwyn Accent chair With Footstool, Blue Woven",
https://st.hzcdn.com/simgs/2f41cd7c0e72fd99_9-6453,https://st.hzcdn.com/simgs/d501a1fd0a836bf3_9-7267,Madison Park Kari Slant Back Wood Accent Chair,
https://st.hzcdn.com/simgs/4221dc6f0b1051d3_9-3225,https://st.hzcdn.com/simgs/1541cabc0b1051d4_9-0076,"Modern Dining Chairs Wood Armchairs, Set of 2, White",
https://st.hzcdn.com/simgs/bba175200810ebb7_9-6865,https://st.hzcdn.com/simgs/937154380810ebba_9-3943,"Capri Wood Dining Chair, Solid Bleech Wenge Base, White Ppm",
https://st.hzcdn.com/simgs/93d1221c0e6f1fcf_9-7320,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/8af93098-7318-4fa3-a155-6dad5f02d648/main/300x300/17s269ms/match/image.jpg,"INK+IVY Nola Dining Chairs, Set of 2",
https://st.hzcdn.com/simgs/ae0176cc0efca6ad_9-2196,https://st.hzcdn.com/simgs/dc21d4360efca6ae_9-2196,"Noah Velvet Accent Chair, Cognac, Gold Base",
